"canonicalId","category","family","model","currentUrls","primary","secondary","longTail","buyerIntent"
"cp-110-mobile-lighting-systems-gts-1200","mobile-lighting-systems","Solar Hybrid Mobile Light Tower","GTS-1200","https://cowinmachine.com/products/mobile-lighting-systems/tower-gts-1200-174","solar mobile light tower | mobile lighting tower | solar light tower | hybrid light tower","solar light tower | hybrid light tower | solar surveillance tower | solar CCTV trailer | diesel light tower | battery mobile light tower","gts-1200 solar mobile light tower | gts-1200 specifications | gts-1200 solar hybrid mobile light tower for industrial projects","mast height | lighting output | battery runtime"
"cp-111-compressed-air-equipment-lb10","compressed-air-equipment","Screw Air Compressor","LB10","https://cowinmachine.com/products/compressed-air-equipment/air-lb10-175","screw air compressor | industrial air compressor","electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","lb10 screw air compressor | lb10 specifications | lb10 screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-112-compressed-air-equipment-lb20","compressed-air-equipment","Screw Air Compressor","LB20","https://cowinmachine.com/products/compressed-air-equipment/air-lb20-176","screw air compressor | industrial air compressor","electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","lb20 screw air compressor | lb20 specifications | lb20 screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-113-compressed-air-equipment-lb50","compressed-air-equipment","Stationary Screw Air Compressor","LB50","https://cowinmachine.com/products/compressed-air-equipment/air-lb50-177","screw air compressor | industrial air compressor | stationary screw air compressor","stationary screw air compressor | electric screw air compressor | variable-speed screw air compressor | VSD air compressor","lb50 screw air compressor | lb50 specifications | lb50 stationary screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-114-compressed-air-equipment-lb30","compressed-air-equipment","Screw Air Compressor","LB30","https://cowinmachine.com/products/compressed-air-equipment/air-lb30-178","screw air compressor | industrial air compressor","electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","lb30 screw air compressor | lb30 specifications | lb30 screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-115-compressed-air-equipment-rm160-34","compressed-air-equipment","/8 Screw Air Compressor","RM160-34","https://cowinmachine.com/products/compressed-air-equipment/air-rm160-34-8-179","screw air compressor | industrial air compressor","electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","rm160-34 screw air compressor | rm160-34 specifications | rm160-34/8 screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-116-compressed-air-equipment-zd-5","compressed-air-equipment","/8 Diesel Stationary Screw Air Compressor","ZD-5","https://cowinmachine.com/products/compressed-air-equipment/air-zd-5-8-180","screw air compressor | industrial air compressor | stationary screw air compressor | diesel portable screw air compressor","stationary screw air compressor | diesel portable screw air compressor | diesel stationary screw air compressor | diesel piston air compressor | electric screw air compressor | variable-speed screw air compressor | VSD air compressor","zd-5 screw air compressor | zd-5 specifications | zd-5/8 diesel stationary screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-117-compressed-air-equipment-zd-10","compressed-air-equipment","/10 Diesel Portable Screw Air Compressor","ZD-10","https://cowinmachine.com/products/compressed-air-equipment/air-zd-10-10-181","screw air compressor | industrial air compressor | portable screw air compressor | diesel portable screw air compressor","portable screw air compressor | diesel portable screw air compressor | diesel stationary screw air compressor | diesel piston air compressor | electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","zd-10 screw air compressor | zd-10 specifications | zd-10/10 diesel portable screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-118-compressed-air-equipment-ztv90-8","compressed-air-equipment","Electric Screw Air Compressor","ZTV90-8","https://cowinmachine.com/products/compressed-air-equipment/air-ztv90-8-182","screw air compressor | industrial air compressor | electric screw air compressor","electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","ztv90-8 screw air compressor | ztv90-8 specifications | ztv90-8 electric screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-119-compressed-air-equipment-kszj18-17","compressed-air-equipment","Diesel Portable Screw Air Compressor","KSZJ18-17","https://cowinmachine.com/products/compressed-air-equipment/air-kszj18-17-183","screw air compressor | industrial air compressor | portable screw air compressor | diesel portable screw air compressor","portable screw air compressor | diesel portable screw air compressor | diesel stationary screw air compressor | diesel piston air compressor | electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","kszj18-17 screw air compressor | kszj18-17 specifications | kszj18-17 diesel portable screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-120-drilling-consumables-yt27","drilling-consumables","Drilling Tool","YT27","https://cowinmachine.com/products/drilling-consumables/tool-yt27-184","drilling tool | DTH hammer | DTH drill bit | drill pipe","drill pipe | pneumatic rock drill | button bit | tapered button bit","yt27 drilling tool | yt27 specifications | yt27 drilling tool for industrial projects","tool compatibility | replacement drilling tools | drilling consumables"
"cp-121-drilling-consumables-yt29a","drilling-consumables","Drilling Tool","YT29A","https://cowinmachine.com/products/drilling-consumables/tool-yt29a-185","drilling tool | DTH hammer | DTH drill bit | drill pipe","drill pipe | pneumatic rock drill | button bit | tapered button bit","yt29a drilling tool | yt29a specifications | yt29a drilling tool for industrial projects","tool compatibility | replacement drilling tools | drilling consumables"
"cp-122-drilling-equipment-fy260","drilling-equipment","Water-Well Drilling Rig","FY260","https://cowinmachine.com/products/drilling-equipment/rig-fy260-186","water well drilling rig | DTH drilling rig","crawler drilling rig | down-the-hole drilling rig | rock drilling rig | anchoring drilling rig","fy260 water well drilling rig | fy260 specifications | fy260 water-well drilling rig for industrial projects","drilling depth | hole diameter | drilling method"
"cp-123-drilling-consumables-yo20","drilling-consumables","Drilling Tool","YO20","https://cowinmachine.com/products/drilling-consumables/tool-yo20-187","drilling tool | DTH hammer | DTH drill bit | drill pipe","drill pipe | pneumatic rock drill | button bit | tapered button bit","yo20 drilling tool | yo20 specifications | yo20 drilling tool for industrial projects","tool compatibility | replacement drilling tools | drilling consumables"
"cp-124-drilling-equipment-cs110","drilling-equipment","Anchoring Hydraulic Drilling Rig","CS110","https://cowinmachine.com/products/drilling-equipment/rig-cs110-189","water well drilling rig | DTH drilling rig | anchoring drilling rig | hydraulic drilling rig","anchoring drilling rig | hydraulic drilling rig | crawler drilling rig | down-the-hole drilling rig | rock drilling rig","cs110 water well drilling rig | cs110 specifications | cs110 anchoring hydraulic drilling rig for industrial projects","drilling depth | hole diameter | drilling method"
"cp-125-compressed-air-equipment-kylc-580","compressed-air-equipment","/17CY Diesel Screw Air Compressor","KYLC-580","https://cowinmachine.com/products/compressed-air-equipment/air-kylc-580-17cy-190","screw air compressor | industrial air compressor | diesel portable screw air compressor | diesel stationary screw air compressor","diesel portable screw air compressor | diesel stationary screw air compressor | diesel piston air compressor | electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","kylc-580 screw air compressor | kylc-580 specifications | kylc-580/17cy diesel screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-126-compressed-air-equipment-zd10","compressed-air-equipment","Screw Air Compressor","ZD10","https://cowinmachine.com/products/compressed-air-equipment/air-zd10-191","screw air compressor | industrial air compressor","electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","zd10 screw air compressor | zd10 specifications | zd10 screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-127-compressed-air-equipment-zd-31","compressed-air-equipment","/25 Diesel Screw Air Compressor","ZD-31","https://cowinmachine.com/products/compressed-air-equipment/air-zd-31-25-192","screw air compressor | industrial air compressor | diesel portable screw air compressor | diesel stationary screw air compressor","diesel portable screw air compressor | diesel stationary screw air compressor | diesel piston air compressor | electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","zd-31 screw air compressor | zd-31 specifications | zd-31/25 diesel screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-128-drilling-consumables-yt28","drilling-consumables","Drilling Tool","YT28","https://cowinmachine.com/products/drilling-consumables/tool-yt28-193","drilling tool | DTH hammer | DTH drill bit | drill pipe","drill pipe | pneumatic rock drill | button bit | tapered button bit","yt28 drilling tool | yt28 specifications | yt28 drilling tool for industrial projects","tool compatibility | replacement drilling tools | drilling consumables"
"cp-129-drilling-consumables-yo18","drilling-consumables","Drilling Tool","YO18","https://cowinmachine.com/products/drilling-consumables/tool-yo18-194","drilling tool | DTH hammer | DTH drill bit | drill pipe","drill pipe | pneumatic rock drill | button bit | tapered button bit","yo18 drilling tool | yo18 specifications | yo18 drilling tool for industrial projects","tool compatibility | replacement drilling tools | drilling consumables"
"cp-130-drilling-consumables-drilling-tool","drilling-consumables","Drilling Tool","","https://cowinmachine.com/products/drilling-consumables/tool-series-195-195","drilling tool | DTH hammer | DTH drill bit | drill pipe","drill pipe | pneumatic rock drill | button bit | tapered button bit","drilling tool for industrial projects","tool compatibility | replacement drilling tools | drilling consumables"
"cp-131-generator-systems-zd-100kw-open-frame-diesel-generator-system","generator-systems","ZD-100kw Open-Frame Diesel Generator System","","https://cowinmachine.com/products/generator-systems/gen-zd-100kw-196","diesel generator | industrial generator | open-frame diesel generator","open-frame diesel generator | silent diesel generator | soundproof generator | mobile generator","zd-100kw open-frame diesel generator system for industrial projects","prime power generator | standby power generator"
"cp-132-drilling-equipment-fy450","drilling-equipment","Water-Well Drilling Rig","FY450","https://cowinmachine.com/products/drilling-equipment/rig-fy450-197","water well drilling rig | DTH drilling rig","crawler drilling rig | down-the-hole drilling rig | rock drilling rig | anchoring drilling rig","fy450 water well drilling rig | fy450 specifications | fy450 water-well drilling rig for industrial projects","drilling depth | hole diameter | drilling method"
"cp-133-compressed-air-equipment-lg10","compressed-air-equipment","Stationary Screw Air Compressor","LG10","https://cowinmachine.com/products/compressed-air-equipment/air-lg10-199","screw air compressor | industrial air compressor | stationary screw air compressor","stationary screw air compressor | electric screw air compressor | variable-speed screw air compressor | VSD air compressor","lg10 screw air compressor | lg10 specifications | lg10 stationary screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-134-compressed-air-equipment-zd300-8","compressed-air-equipment","Diesel Portable Screw Air Compressor","ZD300-8","https://cowinmachine.com/products/compressed-air-equipment/air-zd300-8-200","screw air compressor | industrial air compressor | portable screw air compressor | diesel portable screw air compressor","portable screw air compressor | diesel portable screw air compressor | diesel stationary screw air compressor | diesel piston air compressor | electric screw air compressor | variable-speed screw air compressor | VSD air compressor | stationary screw air compressor","zd300-8 screw air compressor | zd300-8 specifications | zd300-8 diesel portable screw air compressor for industrial projects","free air delivery | working pressure | airend | air compressor maintenance"
"cp-135-drilling-equipment-fyl200","drilling-equipment","Water-Well Rock Drilling Rig","FYL200","https://cowinmachine.com/products/drilling-equipment/rig-fyl200-202","water well drilling rig | DTH drilling rig | rock drilling rig","rock drilling rig | crawler drilling rig | down-the-hole drilling rig | anchoring drilling rig","fyl200 water well drilling rig | fyl200 specifications | fyl200 water-well rock drilling rig for industrial projects","drilling depth | hole diameter | drilling method"
