sourceId,canonicalId,category,sourceName,organization,sourceType,url,accessedAt,evidenceSummary,confidence,useRestriction
SRC-CURRENT-cp-053-mobile-lighting-systems-ugt4000pled-1,cp-053-mobile-lighting-systems-ugt4000pled,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ugt4000pled-106,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-054-mobile-lighting-systems-ugt4000pmh-1,cp-054-mobile-lighting-systems-ugt4000pmh,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ugt4000pmh-107,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-055-mobile-lighting-systems-ugt-7000pled-1,cp-055-mobile-lighting-systems-ugt-7000pled,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ugt-7000pled-108,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-056-mobile-lighting-systems-x-cube-x-cube-hybrid-1,cp-056-mobile-lighting-systems-x-cube-x-cube-hybrid,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-x-cube-x-cube-hybrid-109,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-057-mobile-lighting-systems-trailers-uht7000pled-mobile-light-tower-1,cp-057-mobile-lighting-systems-trailers-uht7000pled-mobile-light-tower,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-trailers-uht7000pled-110,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-058-mobile-lighting-systems-t-720ap-1,cp-058-mobile-lighting-systems-t-720ap,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-t-720ap-112,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-059-mobile-lighting-systems-uni-t1-1,cp-059-mobile-lighting-systems-uni-t1,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-uni-t1-113,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-060-mobile-lighting-systems-ust-600-1,cp-060-mobile-lighting-systems-ust-600,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ust-600-114,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-061-mobile-lighting-systems-uni-t2a-1,cp-061-mobile-lighting-systems-uni-t2a,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-uni-t2a-115,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-062-mobile-lighting-systems-uni-t2c-1,cp-062-mobile-lighting-systems-uni-t2c,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-uni-t2c-116,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-063-mobile-lighting-systems-uni-t2h-1,cp-063-mobile-lighting-systems-uni-t2h,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-uni-t2h-117,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-064-mobile-lighting-systems-ust-1200s-1,cp-064-mobile-lighting-systems-ust-1200s,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ust-1200s-120,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-064-mobile-lighting-systems-ust-1200s-2,cp-064-mobile-lighting-systems-ust-1200s,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ust-1200s-121,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-065-compressed-air-equipment-zd10lg-8-1,cp-065-compressed-air-equipment-zd10lg-8,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-zd10lg-8-122,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-066-compressed-air-equipment-zd10lv-8-1,cp-066-compressed-air-equipment-zd10lv-8,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-zd10lv-8-123,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-067-magnetic-separators-zd15lv-8-1,cp-067-magnetic-separators-zd15lv-8,magnetic-separators,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/magnetic-separators/mag-zd15lv-8-124,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-068-compressed-air-equipment-zd20-1,cp-068-compressed-air-equipment-zd20,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-zd20-125,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-069-compressed-air-equipment-zd30-1,cp-069-compressed-air-equipment-zd30,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-zd30-126,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-070-compressed-air-equipment-zd50lv-8-1,cp-070-compressed-air-equipment-zd50lv-8,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-zd50lv-8-127,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-070-compressed-air-equipment-zd50lv-8-2,cp-070-compressed-air-equipment-zd50lv-8,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-zd50lv-8-128,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-071-compressed-air-equipment-kylc-18-1,cp-071-compressed-air-equipment-kylc-18,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-kylc-18-129,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-072-compressed-air-equipment-zdy75d-7-1,cp-072-compressed-air-equipment-zdy75d-7,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-zdy75d-7-130,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-073-compressed-air-equipment-zdy90d-7-1,cp-073-compressed-air-equipment-zdy90d-7,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-zdy90d-7-131,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-074-compressed-air-equipment-zdy132d-8-1,cp-074-compressed-air-equipment-zdy132d-8,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-zdy132d-8-132,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-075-compressed-air-equipment-zdcy-5-8-1,cp-075-compressed-air-equipment-zdcy-5-8,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-zdcy-5-8-133,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-075-compressed-air-equipment-zdcy-5-8-2,cp-075-compressed-air-equipment-zdcy-5-8,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-zdcy-5-8-188,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-076-compressed-air-equipment-zdyl-20-20-1,cp-076-compressed-air-equipment-zdyl-20-20,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-zdyl-20-20-134,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-077-compressed-air-equipment-zd-40-1,cp-077-compressed-air-equipment-zd-40,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-zd-40-25-135,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-078-compressed-air-equipment-zd-20-1,cp-078-compressed-air-equipment-zd-20,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-zd-20-20-136,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-079-compressed-air-equipment-diesel-piston-air-compressor-1,cp-079-compressed-air-equipment-diesel-piston-air-compressor,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-series-137-137,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-079-compressed-air-equipment-diesel-piston-air-compressor-2,cp-079-compressed-air-equipment-diesel-piston-air-compressor,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-series-138-138,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-079-compressed-air-equipment-diesel-piston-air-compressor-3,cp-079-compressed-air-equipment-diesel-piston-air-compressor,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-series-139-139,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-080-compressed-air-equipment-piston-air-compressor-1,cp-080-compressed-air-equipment-piston-air-compressor,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-series-140-140,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-081-compressed-air-equipment-diesel-portable-piston-air-compressor-1,cp-081-compressed-air-equipment-diesel-portable-piston-air-compressor,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-series-141-141,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-081-compressed-air-equipment-diesel-portable-piston-air-compressor-2,cp-081-compressed-air-equipment-diesel-portable-piston-air-compressor,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-series-142-142,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-081-compressed-air-equipment-diesel-portable-piston-air-compressor-3,cp-081-compressed-air-equipment-diesel-portable-piston-air-compressor,compressed-air-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/compressed-air-equipment/air-series-143-143,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-082-generator-systems-bf-150kva-1,cp-082-generator-systems-bf-150kva,generator-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/generator-systems/gen-bf-150kva-144,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-083-generator-systems-zd-30-1,cp-083-generator-systems-zd-30,generator-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/generator-systems/gen-zd-30-145,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-084-generator-systems-zd-20-1,cp-084-generator-systems-zd-20,generator-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/generator-systems/gen-zd-20-146,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-085-generator-systems-zd-1000-1,cp-085-generator-systems-zd-1000,generator-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/generator-systems/gen-zd-1000-147,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-086-generator-systems-zd-80-1,cp-086-generator-systems-zd-80,generator-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/generator-systems/gen-zd-80-148,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-087-generator-systems-diesel-generator-system-1,cp-087-generator-systems-diesel-generator-system,generator-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/generator-systems/gen-series-149-149,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-088-drilling-equipment-fy300-1,cp-088-drilling-equipment-fy300,drilling-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-equipment/rig-fy300-150,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-089-drilling-equipment-fy680-1,cp-089-drilling-equipment-fy680,drilling-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-equipment/rig-fy680-151,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-090-drilling-equipment-ht500-1,cp-090-drilling-equipment-ht500,drilling-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-equipment/rig-ht500-152,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-091-drilling-equipment-kh103-1,cp-091-drilling-equipment-kh103,drilling-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-equipment/rig-kh103-153,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-092-drilling-equipment-kh612-1,cp-092-drilling-equipment-kh612,drilling-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-equipment/rig-kh612-154,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-093-drilling-equipment-kh712-1,cp-093-drilling-equipment-kh712,drilling-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-equipment/rig-kh712-155,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-094-drilling-equipment-zdd100-1,cp-094-drilling-equipment-zdd100,drilling-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-equipment/rig-zdd100-156,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-094-drilling-equipment-zdd100-2,cp-094-drilling-equipment-zdd100,drilling-equipment,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-equipment/rig-zdd100-157,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-095-drilling-consumables-yt24-1,cp-095-drilling-consumables-yt24,drilling-consumables,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-consumables/tool-yt24-158,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-096-drilling-consumables-y24-1,cp-096-drilling-consumables-y24,drilling-consumables,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-consumables/tool-y24-159,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-097-drilling-consumables-button-bit-drilling-tool-1,cp-097-drilling-consumables-button-bit-drilling-tool,drilling-consumables,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-consumables/tool-series-160-160,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-098-drilling-consumables-drill-bit-drilling-tool-1,cp-098-drilling-consumables-drill-bit-drilling-tool,drilling-consumables,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-consumables/tool-series-161-161,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-098-drilling-consumables-drill-bit-drilling-tool-2,cp-098-drilling-consumables-drill-bit-drilling-tool,drilling-consumables,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-consumables/tool-series-162-162,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-098-drilling-consumables-drill-bit-drilling-tool-3,cp-098-drilling-consumables-drill-bit-drilling-tool,drilling-consumables,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-consumables/tool-series-198-198,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-099-drilling-consumables-zd-89-1,cp-099-drilling-consumables-zd-89,drilling-consumables,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-consumables/tool-zd-89-163,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-100-drilling-consumables-drill-pipe-drilling-tool-1,cp-100-drilling-consumables-drill-pipe-drilling-tool,drilling-consumables,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-consumables/tool-series-164-164,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-101-drilling-consumables-dth-hammer-drilling-tool-1,cp-101-drilling-consumables-dth-hammer-drilling-tool,drilling-consumables,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-consumables/tool-series-165-165,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-102-drilling-consumables-ql60-1,cp-102-drilling-consumables-ql60,drilling-consumables,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/drilling-consumables/tool-ql60-166,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-103-mobile-lighting-systems-ult-900-1,cp-103-mobile-lighting-systems-ult-900,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ult-900-167,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
SRC-CURRENT-cp-104-mobile-lighting-systems-ult-1200-1,cp-104-mobile-lighting-systems-ult-1200,mobile-lighting-systems,COWIN MACHINE public product record,COWIN MACHINE public website,current-site audit evidence,https://cowinmachine.com/products/mobile-lighting-systems/tower-ult-1200-168,2026-08-14,"Current URL, H1/model reference and visible specification table captured in the preceding product audit. This is traceability evidence, not independent manufacturer verification.",low,Do not treat as authoritative model documentation until the owner supplies approved manufacturer evidence.
